transaction_id,user_id,product_id,transaction_date,quantity,price,subtotal,tax,shipping,discount,discount_code,total,payment_method,status,campaign_id,created_at
20,4,18,2024-02-28T00:00:00,1,1137,3126,250.08,0,0,,3376.08,debit_card,completed,497,2024-02-28T00:00:00
21,4,3,2024-08-18T00:00:00,1,1484,1918,153.44,0,0,,2071.44,,completed,784,2024-08-18T00:00:00
21,4,16,2024-08-18T00:00:00,1,434,1918,153.44,0,0,,2071.44,,completed,784,2024-08-18T00:00:00
22,4,29,2023-08-18T00:00:00,1,184,583,46.64,0,0,,629.64,debit_card,refunded,,2023-08-18T00:00:00
22,4,48,2023-08-18T00:00:00,1,399,583,46.64,0,0,,629.64,debit_card,refunded,,2023-08-18T00:00:00
23,4,29,2024-09-28T00:00:00,1,184,184,14.72,0,0,,198.72,google_pay,completed,,2024-09-28T00:00:00
24,4,38,2023-06-12T00:00:00,1,135,135,10.8,0,0,,145.8,google_pay,completed,,2023-06-12T00:00:00
25,4,61,2024-11-21T00:00:00,1,24,54,4.32,0,0,,58.32,debit_card,completed,,2024-11-21T00:00:00
25,4,27,2024-11-21T00:00:00,1,30,54,4.32,0,0,,58.32,debit_card,completed,,2024-11-21T00:00:00
26,4,22,2023-10-06T00:00:00,1,156,156,12.48,0,0,,168.48,credit_card,completed,,2023-10-06T00:00:00
27,4,25,2024-05-13T00:00:00,1,184,393,31.44,0,0,,424.44,debit_card,completed,,2024-05-13T00:00:00
27,4,26,2024-05-13T00:00:00,1,32,393,31.44,0,0,,424.44,debit_card,completed,,2024-05-13T00:00:00
27,4,23,2024-05-13T00:00:00,1,35,393,31.44,0,0,,424.44,debit_card,completed,,2024-05-13T00:00:00
27,4,21,2024-05-13T00:00:00,1,142,393,31.44,0,0,,424.44,debit_card,completed,,2024-05-13T00:00:00
28,5,37,2024-04-04T00:00:00,1,81,162,12.96,0,0,,174.96,google_pay,completed,,2024-04-04T00:00:00
28,5,49,2024-04-04T00:00:00,1,81,162,12.96,0,0,,174.96,google_pay,completed,,2024-04-04T00:00:00
29,6,13,2022-09-27T00:00:00,1,280,560,44.8,0,0,,604.8,debit_card,completed,537,2022-09-27T00:00:00
29,6,13,2022-09-27T00:00:00,1,280,560,44.8,0,0,,604.8,debit_card,completed,537,2022-09-27T00:00:00
30,6,13,2023-08-12T00:00:00,1,280,2734,218.72,0,0,,2952.72,debit_card,completed,619,2023-08-12T00:00:00
30,6,5,2023-08-12T00:00:00,1,272,2734,218.72,0,0,,2952.72,debit_card,completed,619,2023-08-12T00:00:00
30,6,6,2023-08-12T00:00:00,1,1233,2734,218.72,0,0,,2952.72,debit_card,completed,619,2023-08-12T00:00:00
30,6,17,2023-08-12T00:00:00,1,537,2734,218.72,0,0,,2952.72,debit_card,completed,619,2023-08-12T00:00:00
30,6,10,2023-08-12T00:00:00,1,412,2734,218.72,0,0,,2952.72,debit_card,completed,619,2023-08-12T00:00:00
31,6,34,2024-10-09T00:00:00,1,37,37,2.96,8.0,0,,47.96,credit_card,refunded,,2024-10-09T00:00:00
32,7,1,2024-10-26T00:00:00,1,848,1128,90.24,0,0,,1218.24,debit_card,completed,,2024-10-26T00:00:00
32,7,13,2024-10-26T00:00:00,1,280,1128,90.24,0,0,,1218.24,debit_card,completed,,2024-10-26T00:00:00
33,7,11,2022-04-16T00:00:00,1,232,232,18.56,0,0,,250.56,apple_pay,completed,,2022-04-16T00:00:00
34,7,39,2021-04-25T00:00:00,1,72,72,5.76,0,0,,77.76,,completed,,2021-04-25T00:00:00
35,8,59,2024-04-03T00:00:00,1,12,12,0.96,8.0,0,,20.96,apple_pay,completed,,2024-04-03T00:00:00
36,8,43,2023-02-22T00:00:00,1,162,243,19.44,0,0,,262.44,apple_pay,completed,772,2023-02-22T00:00:00
36,8,49,2023-02-22T00:00:00,1,81,243,19.44,0,0,,262.44,apple_pay,completed,772,2023-02-22T00:00:00
37,9,53,2024-08-03T00:00:00,1,33,33,2.64,8.0,0,,43.64,credit_card,completed,,2024-08-03T00:00:00
38,10,52,2024-02-15T00:00:00,1,-48,198,15.84,0,0,,213.84,credit_card,completed,788,2024-02-15T00:00:00
38,10,42,2024-02-15T00:00:00,1,166,198,15.84,0,0,,213.84,credit_card,completed,788,2024-02-15T00:00:00
38,10,50,2024-02-15T00:00:00,1,-168,198,15.84,0,0,,213.84,credit_card,completed,788,2024-02-15T00:00:00
38,10,26,2024-02-15T00:00:00,1,32,198,15.84,0,0,,213.84,credit_card,completed,788,2024-02-15T00:00:00
39,10,56,2024-09-08T00:00:00,1,44,276,22.08,0,0,,298.08,debit_card,completed,,2024-09-08T00:00:00
39,10,11,2024-09-08T00:00:00,1,232,276,22.08,0,0,,298.08,debit_card,completed,,2024-09-08T00:00:00
40,10,33,2024-03-30T00:00:00,1,110,110,8.8,0,0,,118.8,,completed,,2024-03-30T00:00:00
41,10,41,2023-12-08T00:00:00,1,27,27,2.16,8.0,0,,37.16,google_pay,completed,,2023-12-08T00:00:00
42,10,2,2024-02-23T00:00:00,1,589,2104,168.32,0,0,,2272.32,credit_card,completed,,2024-02-23T00:00:00
42,10,10,2024-02-23T00:00:00,1,412,2104,168.32,0,0,,2272.32,credit_card,completed,,2024-02-23T00:00:00
42,10,17,2024-02-23T00:00:00,1,537,2104,168.32,0,0,,2272.32,credit_card,completed,,2024-02-23T00:00:00
42,10,10,2024-02-23T00:00:00,1,412,2104,168.32,0,0,,2272.32,credit_card,completed,,2024-02-23T00:00:00
42,10,7,2024-02-23T00:00:00,1,154,2104,168.32,0,0,,2272.32,credit_card,completed,,2024-02-23T00:00:00
43,10,63,2024-06-13T00:00:00,1,23,73,5.84,0,0,,78.84,apple_pay,completed,,2024-06-13T00:00:00
43,10,57,2024-06-13T00:00:00,1,38,73,5.84,0,0,,78.84,apple_pay,completed,,2024-06-13T00:00:00
43,10,59,2024-06-13T00:00:00,1,12,73,5.84,0,0,,78.84,apple_pay,completed,,2024-06-13T00:00:00
44,10,2,2024-05-02T00:00:00,1,589,743,59.44,0,0,,802.44,paypal,completed,,2024-05-02T00:00:00
44,10,7,2024-05-02T00:00:00,1,154,743,59.44,0,0,,802.44,paypal,completed,,2024-05-02T00:00:00
45,10,38,2024-04-30T00:00:00,1,135,245,19.6,0,0,,264.6,google_pay,cancelled,,2024-04-30T00:00:00
45,10,33,2024-04-30T00:00:00,1,110,245,19.6,0,0,,264.6,google_pay,cancelled,,2024-04-30T00:00:00
46,10,64,2024-11-22T00:00:00,1,20,49,3.92,8.0,0,,60.92,debit_card,completed,379,2024-11-22T00:00:00
46,10,54,2024-11-22T00:00:00,1,29,49,3.92,8.0,0,,60.92,debit_card,completed,379,2024-11-22T00:00:00
47,10,31,2023-12-06T00:00:00,1,261,261,20.88,0,13.1,VIP15,268.78,apple_pay,completed,,2023-12-06T00:00:00
48,10,50,2024-12-23T00:00:00,1,-168,0,0.0,8.0,0,,8.0,credit_card,completed,,2024-12-23T00:00:00
49,11,24,2024-10-11T00:00:00,1,160,160,12.8,0,0,,172.8,credit_card,completed,,2024-10-11T00:00:00
50,11,33,2024-11-09T00:00:00,1,110,110,8.8,0,0,,-118.8,apple_pay,completed,377,2024-11-09T00:00:00
51,11,49,2024-04-30T00:00:00,1,81,511,40.88,0,0,,551.88,debit_card,completed,,2024-04-30T00:00:00
51,11,43,2024-04-30T00:00:00,1,162,511,40.88,0,0,,551.88,debit_card,completed,,2024-04-30T00:00:00
51,11,44,2024-04-30T00:00:00,1,236,511,40.88,0,0,,551.88,debit_card,completed,,2024-04-30T00:00:00
51,11,26,2024-04-30T00:00:00,1,32,511,40.88,0,0,,551.88,debit_card,completed,,2024-04-30T00:00:00
52,11,21,2024-08-31T00:00:00,1,142,177,14.16,0,28.74,WELCOME,162.42,credit_card,completed,,2024-08-31T00:00:00
52,11,23,2024-08-31T00:00:00,1,35,177,14.16,0,28.74,WELCOME,162.42,credit_card,completed,,2024-08-31T00:00:00
53,12,45,2022-12-18T00:00:00,1,135,135,10.8,0,0,,145.8,debit_card,completed,,2022-12-18T00:00:00
54,12,54,2021-07-10T00:00:00,1,29,29,2.32,8.0,0,,39.32,credit_card,completed,,2021-07-10T00:00:00
55,13,55,2024-03-17T00:00:00,1,16,16,1.28,8.0,0,,25.28,google_pay,completed,,2024-03-17T00:00:00
56,13,33,2021-10-31T00:00:00,1,110,466,37.28,0,0,,503.28,,completed,,2021-10-31T00:00:00
56,13,22,2021-10-31T00:00:00,1,156,466,37.28,0,0,,503.28,,completed,,2021-10-31T00:00:00
56,13,41,2021-10-31T00:00:00,1,27,466,37.28,0,0,,503.28,,completed,,2021-10-31T00:00:00
56,13,28,2021-10-31T00:00:00,1,173,466,37.28,0,0,,503.28,,completed,,2021-10-31T00:00:00
57,13,43,2022-06-17T00:00:00,1,162,539,43.12,0,0,,582.12,credit_card,refunded,823,2022-06-17T00:00:00
57,13,47,2022-06-17T00:00:00,1,377,539,43.12,0,0,,582.12,credit_card,refunded,823,2022-06-17T00:00:00
58,14,48,2024-05-21T00:00:00,1,399,399,31.92,0,0,,430.92,credit_card,completed,,2024-05-21T00:00:00
59,14,7,2022-08-26T00:00:00,1,154,226,18.08,0,0,,244.07999999999998,google_pay,completed,,2022-08-26T00:00:00
59,14,39,2022-08-26T00:00:00,1,72,226,18.08,0,0,,244.07999999999998,google_pay,completed,,2022-08-26T00:00:00
60,14,60,2023-11-14T00:00:00,1,30,30,2.4,8.0,6.74,WELCOME,33.66,paypal,completed,,2023-11-14T00:00:00
61,14,26,2024-11-11T00:00:00,1,32,62,4.96,0,4.8,VIP15,62.16,apple_pay,completed,,2024-11-11T00:00:00
61,14,27,2024-11-11T00:00:00,1,30,62,4.96,0,4.8,VIP15,62.16,apple_pay,completed,,2024-11-11T00:00:00
62,14,46,2024-07-10T00:00:00,1,371,371,29.68,0,0,,400.68,google_pay,completed,,2024-07-10T00:00:00
63,14,34,2022-06-07T00:00:00,1,37,436,34.88,0,0,,470.88,paypal,completed,1133,2022-06-07T00:00:00
63,14,48,2022-06-07T00:00:00,1,399,436,34.88,0,0,,470.88,paypal,completed,1133,2022-06-07T00:00:00
63,14,52,2022-06-07T00:00:00,1,-48,436,34.88,0,0,,470.88,paypal,completed,1133,2022-06-07T00:00:00
64,14,38,2024-05-12T00:00:00,1,135,830,66.4,0,0,,896.4,google_pay,cancelled,,2024-05-12T00:00:00
64,14,31,2024-05-12T00:00:00,1,261,830,66.4,0,0,,896.4,google_pay,cancelled,,2024-05-12T00:00:00
64,14,16,2024-05-12T00:00:00,1,434,830,66.4,0,0,,896.4,google_pay,cancelled,,2024-05-12T00:00:00
65,14,63,2023-04-11T00:00:00,1,23,23,1.84,8.0,4.61,WELCOME,28.230000000000004,paypal,completed,,2023-04-11T00:00:00
66,14,36,2024-07-14T00:00:00,1,30,30,2.4,8.0,0,,40.4,paypal,completed,,2024-07-14T00:00:00
67,14,34,2024-03-26T00:00:00,1,37,147,11.76,0,0,,158.76,credit_card,completed,,2024-03-26T00:00:00
67,14,35,2024-03-26T00:00:00,1,110,147,11.76,0,0,,158.76,credit_card,completed,,2024-03-26T00:00:00
68,14,23,2024-03-22T00:00:00,1,35,35,2.8,8.0,0,,45.8,apple_pay,completed,,2024-03-22T00:00:00
69,15,51,2023-04-30T00:00:00,1,72,471,37.68,0,0,,508.68,paypal,completed,,2023-04-30T00:00:00
69,15,48,2023-04-30T00:00:00,1,399,471,37.68,0,0,,508.68,paypal,completed,,2023-04-30T00:00:00
70,15,62,2024-04-07T00:00:00,1,27,136,10.88,0,0,,146.88,paypal,completed,,2024-04-07T00:00:00
70,15,53,2024-04-07T00:00:00,1,33,136,10.88,0,0,,146.88,paypal,completed,,2024-04-07T00:00:00
70,15,64,2024-04-07T00:00:00,1,20,136,10.88,0,0,,146.88,paypal,completed,,2024-04-07T00:00:00
70,15,54,2024-04-07T00:00:00,1,29,136,10.88,0,0,,146.88,paypal,completed,,2024-04-07T00:00:00
70,15,62,2024-04-07T00:00:00,1,27,136,10.88,0,0,,146.88,paypal,completed,,2024-04-07T00:00:00
71,15,30,2024-01-15T00:00:00,1,73,73,5.84,0,14.32,WELCOME,64.52000000000001,apple_pay,completed,786,2024-01-15T00:00:00
72,16,16,2024-11-02T00:00:00,1,434,996,79.68,0,0,,1075.68,credit_card,completed,,2024-11-02T00:00:00
72,16,4,2024-11-02T00:00:00,1,562,996,79.68,0,0,,1075.68,credit_card,completed,,2024-11-02T00:00:00
73,16,50,2022-03-26T00:00:00,1,-168,0,0.0,8.0,0,,8.0,google_pay,completed,,2022-03-26T00:00:00
74,16,62,2022-07-20T00:00:00,1,27,60,4.8,0,8.5,FLASH20,56.3,paypal,completed,925,2022-07-20T00:00:00
74,16,53,2022-07-20T00:00:00,1,33,60,4.8,0,8.5,FLASH20,56.3,paypal,completed,925,2022-07-20T00:00:00
75,16,53,2023-10-20T00:00:00,1,33,33,2.64,8.0,0,,-43.64,credit_card,completed,82,2023-10-20T00:00:00
76,17,49,2022-05-07T00:00:00,1,81,216,17.28,0,0,,233.28,credit_card,completed,990,2022-05-07T00:00:00
76,17,45,2022-05-07T00:00:00,1,135,216,17.28,0,0,,233.28,credit_card,completed,990,2022-05-07T00:00:00
77,18,62,2024-05-17T00:00:00,1,27,27,2.16,8.0,0,,37.16,google_pay,completed,,2024-05-17T00:00:00
1,18,39,2024-09-05T00:00:00,1,72,72,5.76,0,0,,-77.76,credit_card,refunded,,2024-09-05T00:00:00
79,18,1,2024-05-14T00:00:00,1,848,2493,199.44,0,0,,2692.44,google_pay,completed,1125,2024-05-14T00:00:00
79,18,10,2024-05-14T00:00:00,1,412,2493,199.44,0,0,,2692.44,google_pay,completed,1125,2024-05-14T00:00:00
79,18,6,2024-05-14T00:00:00,1,1233,2493,199.44,0,0,,2692.44,google_pay,completed,1125,2024-05-14T00:00:00
80,18,44,2024-10-10T00:00:00,1,236,236,18.88,0,0,,254.88,debit_card,completed,,2024-10-10T00:00:00
81,18,20,2024-12-19T00:00:00,1,188,188,15.04,0,0,,203.04,debit_card,completed,378,2024-12-19T00:00:00
82,19,45,2024-11-21T00:00:00,1,135,234,18.72,0,0,,252.72,credit_card,pending,,2024-11-21T00:00:00
82,19,51,2024-11-21T00:00:00,1,72,234,18.72,0,0,,252.72,credit_card,pending,,2024-11-21T00:00:00
82,19,41,2024-11-21T00:00:00,1,27,234,18.72,0,0,,252.72,credit_card,pending,,2024-11-21T00:00:00
83,19,48,2023-08-31T00:00:00,1,399,399,31.92,0,0,,430.92,,refunded,,2023-08-31T00:00:00
84,19,40,2024-01-19T00:00:00,1,62,235,18.8,0,0,,253.8,apple_pay,cancelled,,2024-01-19T00:00:00
84,19,28,2024-01-19T00:00:00,1,173,235,18.8,0,0,,253.8,apple_pay,cancelled,,2024-01-19T00:00:00
85,19,40,2024-01-18T00:00:00,1,62,62,4.96,0,0,,66.96,credit_card,completed,,2024-01-18T00:00:00
86,20,53,2022-04-08T00:00:00,1,33,45,3.6,8.0,0,,56.6,credit_card,completed,519,2022-04-08T00:00:00
86,20,59,2022-04-08T00:00:00,1,12,45,3.6,8.0,0,,56.6,credit_card,completed,519,2022-04-08T00:00:00
87,20,24,2023-01-23T00:00:00,1,160,295,23.6,0,0,,318.6,debit_card,completed,298,2023-01-23T00:00:00
87,20,45,2023-01-23T00:00:00,1,135,295,23.6,0,0,,318.6,debit_card,completed,298,2023-01-23T00:00:00
88,20,42,2023-06-03T00:00:00,1,166,166,13.28,0,0,,179.28,paypal,completed,,2023-06-03T00:00:00
89,20,38,2024-09-06T00:00:00,1,135,135,10.8,0,0,,145.8,apple_pay,completed,,2024-09-06T00:00:00
90,20,36,2024-06-16T00:00:00,1,30,30,2.4,8.0,5.01,VIP15,35.39,debit_card,completed,,2024-06-16T00:00:00
91,20,37,2022-04-29T00:00:00,1,81,81,6.48,0,0,,87.48,paypal,cancelled,,2022-04-29T00:00:00
92,20,14,2023-06-19T00:00:00,1,1019,1608,128.64,0,0,,1736.6399999999999,debit_card,completed,1234,2023-06-19T00:00:00
92,20,2,2023-06-19T00:00:00,1,589,1608,128.64,0,0,,1736.6399999999999,debit_card,completed,1234,2023-06-19T00:00:00
93,20,49,2022-10-06T00:00:00,1,81,81,6.48,0,0,,87.48,paypal,completed,,2022-10-06T00:00:00
94,20,28,2023-03-07T00:00:00,1,173,173,13.84,0,0,,186.84,paypal,completed,,2023-03-07T00:00:00
95,20,28,2022-10-26T00:00:00,1,173,173,13.84,0,22.41,FLASH20,164.43,apple_pay,completed,,2022-10-26T00:00:00
96,20,23,2022-05-05T00:00:00,1,35,70,5.6,0,0,,75.6,,completed,498,2022-05-05T00:00:00
96,20,23,2022-05-05T00:00:00,1,35,70,5.6,0,0,,75.6,,completed,498,2022-05-05T00:00:00
97,20,39,2022-10-02T00:00:00,1,72,282,22.56,0,0,,304.56,google_pay,completed,,2022-10-02T00:00:00
97,20,34,2022-10-02T00:00:00,1,37,282,22.56,0,0,,304.56,google_pay,completed,,2022-10-02T00:00:00
97,20,28,2022-10-02T00:00:00,1,173,282,22.56,0,0,,304.56,google_pay,completed,,2022-10-02T00:00:00
98,21,55,2024-06-16T00:00:00,1,16,16,1.28,8.0,0,,25.28,google_pay,completed,,2024-06-16T00:00:00
99,21,40,2024-12-10T00:00:00,1,62,74,5.92,0,0,,79.92,paypal,completed,,2024-12-10T00:00:00
99,21,59,2024-12-10T00:00:00,1,12,74,5.92,0,0,,79.92,paypal,completed,,2024-12-10T00:00:00
100,21,56,2024-09-23T00:00:00,1,44,702,56.16,0,129.04,SAVE10,629.12,debit_card,cancelled,,2024-09-23T00:00:00
100,21,58,2024-09-23T00:00:00,1,40,702,56.16,0,129.04,SAVE10,629.12,debit_card,cancelled,,2024-09-23T00:00:00
100,21,17,2024-09-23T00:00:00,1,537,702,56.16,0,129.04,SAVE10,629.12,debit_card,cancelled,,2024-09-23T00:00:00
100,21,49,2024-09-23T00:00:00,1,81,702,56.16,0,129.04,SAVE10,629.12,debit_card,cancelled,,2024-09-23T00:00:00
101,22,56,2024-08-16T00:00:00,1,44,44,3.52,8.0,0,,55.52,debit_card,completed,176,2024-08-16T00:00:00
102,22,39,2024-06-23T00:00:00,1,72,72,5.76,0,0,,77.76,debit_card,completed,,2024-06-23T00:00:00
103,23,8,2024-07-14T00:00:00,1,467,3360,268.8,0,0,,-3628.8,apple_pay,completed,784,2024-07-14T00:00:00
103,23,5,2024-07-14T00:00:00,1,272,3360,268.8,0,0,,-3628.8,apple_pay,completed,784,2024-07-14T00:00:00
103,23,18,2024-07-14T00:00:00,1,1137,3360,268.8,0,0,,-3628.8,apple_pay,completed,784,2024-07-14T00:00:00
103,23,3,2024-07-14T00:00:00,1,1484,3360,268.8,0,0,,-3628.8,apple_pay,completed,784,2024-07-14T00:00:00
104,23,20,2024-10-11T00:00:00,1,188,362,28.96,0,0,,390.96,debit_card,completed,,2024-10-11T00:00:00
104,23,21,2024-10-11T00:00:00,1,142,362,28.96,0,0,,390.96,debit_card,completed,,2024-10-11T00:00:00
104,23,26,2024-10-11T00:00:00,1,32,362,28.96,0,0,,390.96,debit_card,completed,,2024-10-11T00:00:00
105,23,34,2023-07-15T00:00:00,1,37,37,2.96,8.0,8.93,VIP15,39.03,paypal,completed,,2023-07-15T00:00:00
106,23,18,2023-06-04T00:00:00,1,1137,1674,133.92,0,290.27,WELCOME,1517.65,,completed,,2023-06-04T00:00:00
106,23,17,2023-06-04T00:00:00,1,537,1674,133.92,0,290.27,WELCOME,1517.65,,completed,,2023-06-04T00:00:00
107,23,28,2023-08-25T00:00:00,1,173,173,13.84,0,0,,186.84,google_pay,refunded,,2023-08-25T00:00:00
108,24,33,2024-09-22T00:00:00,1,110,531,42.48,0,37.12,WELCOME,536.36,,completed,,2024-09-22T00:00:00
108,24,19,2024-09-22T00:00:00,1,191,531,42.48,0,37.12,WELCOME,536.36,,completed,,2024-09-22T00:00:00
108,24,38,2024-09-22T00:00:00,1,135,531,42.48,0,37.12,WELCOME,536.36,,completed,,2024-09-22T00:00:00
108,24,39,2024-09-22T00:00:00,1,72,531,42.48,0,37.12,WELCOME,536.36,,completed,,2024-09-22T00:00:00
108,24,63,2024-09-22T00:00:00,1,23,531,42.48,0,37.12,WELCOME,536.36,,completed,,2024-09-22T00:00:00
109,24,38,2022-01-10T00:00:00,1,135,135,10.8,0,0,,145.8,google_pay,completed,,2022-01-10T00:00:00
110,24,39,2023-04-30T00:00:00,1,72,109,8.72,0,0,,117.72,debit_card,completed,,2023-04-30T00:00:00
110,24,34,2023-04-30T00:00:00,1,37,109,8.72,0,0,,117.72,debit_card,completed,,2023-04-30T00:00:00
111,24,37,2022-09-19T00:00:00,1,81,154,12.32,0,35.62,FLASH20,130.7,credit_card,completed,,2022-09-19T00:00:00
111,24,30,2022-09-19T00:00:00,1,73,154,12.32,0,35.62,FLASH20,130.7,credit_card,completed,,2022-09-19T00:00:00
112,24,47,2021-06-17T00:00:00,1,377,377,30.16,0,0,,407.16,debit_card,pending,,2021-06-17T00:00:00
113,24,2,2024-07-04T00:00:00,1,589,1398,111.84,0,0,,1509.84,credit_card,completed,,2024-07-04T00:00:00
113,24,5,2024-07-04T00:00:00,1,272,1398,111.84,0,0,,1509.84,credit_card,completed,,2024-07-04T00:00:00
113,24,17,2024-07-04T00:00:00,1,537,1398,111.84,0,0,,1509.84,credit_card,completed,,2024-07-04T00:00:00
114,25,17,2023-06-07T00:00:00,1,537,1674,133.92,0,0,,1807.92,apple_pay,completed,135,2023-06-07T00:00:00
114,25,18,2023-06-07T00:00:00,1,1137,1674,133.92,0,0,,1807.92,apple_pay,completed,135,2023-06-07T00:00:00
115,25,13,2023-07-11T00:00:00,1,280,2848,227.84,0,0,,3075.84,,completed,1284,2023-07-11T00:00:00
115,25,14,2023-07-11T00:00:00,1,1019,2848,227.84,0,0,,3075.84,,completed,1284,2023-07-11T00:00:00
115,25,10,2023-07-11T00:00:00,1,412,2848,227.84,0,0,,3075.84,,completed,1284,2023-07-11T00:00:00
115,25,18,2023-07-11T00:00:00,1,1137,2848,227.84,0,0,,3075.84,,completed,1284,2023-07-11T00:00:00
116,25,3,2023-08-16T00:00:00,1,1484,1484,118.72,0,178.96,FLASH20,1423.76,paypal,refunded,,2023-08-16T00:00:00
117,26,34,2024-12-29T00:00:00,1,37,245,19.6,0,0,,264.6,paypal,completed,45,2024-12-29T00:00:00
